time,CO,y,CO2,electricity,type,id,eclass,waiting,NOx,fuel,HC,x,route,relative_position,noise,angle,PMx,speed,edge_id,lane_number
74.7,0.0,1.41,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,51.47,!idm_4!var#1,14.61,56.92,71.12,0.0,4.12,bottom,0
74.8,0.0,1.58,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,51.86,!idm_4!var#1,15.01,56.83,70.39,0.0,4.09,bottom,0
74.9,0.0,1.76,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,52.24,!idm_4!var#1,15.42,56.75,69.66,0.0,4.07,bottom,0
75.0,0.0,1.93,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,52.63,!idm_4!var#1,15.83,56.66,69.08,0.0,4.04,bottom,0
75.1,0.0,2.11,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,53.01,!idm_4!var#1,16.23,56.57,68.51,0.0,4.01,bottom,0
75.2,0.0,2.29,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,53.38,!idm_4!var#1,16.62,56.48,67.8,0.0,3.98,bottom,0
75.3,0.0,2.47,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,53.75,!idm_4!var#1,17.02,56.39,67.19,0.0,3.95,bottom,0
75.4,0.0,2.66,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,54.11,!idm_4!var#1,17.41,56.3,66.64,0.0,3.91,bottom,0
75.5,0.0,2.84,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,54.47,!idm_4!var#1,17.8,56.22,66.04,0.0,3.88,bottom,0
75.6,0.0,3.03,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,54.82,!idm_4!var#1,18.18,56.13,65.32,0.0,3.84,bottom,0
75.7,0.0,3.22,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,55.17,!idm_4!var#1,18.56,56.05,64.78,0.0,3.8,bottom,0
75.8,0.0,3.41,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,55.51,!idm_4!var#1,18.94,55.97,64.26,0.0,3.76,bottom,0
75.9,0.0,3.6,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,55.85,!idm_4!var#1,19.31,55.89,63.68,0.0,3.72,bottom,0
76.0,0.0,3.8,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,56.18,!idm_4!var#1,19.68,55.81,62.98,0.0,3.68,bottom,0
76.1,0.0,4.0,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,56.5,!idm_4!var#1,20.04,55.73,62.45,0.0,3.63,bottom,0
76.2,0.0,4.2,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,56.82,!idm_4!var#1,20.4,55.66,61.96,0.0,3.59,bottom,0
76.3,0.0,4.39,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,57.13,!idm_4!var#1,20.75,55.59,61.44,0.0,3.54,bottom,0
76.4,0.0,4.59,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,57.44,!idm_4!var#1,21.1,55.53,60.84,0.0,3.49,bottom,0
76.5,0.0,4.79,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,57.74,!idm_4!var#1,21.45,55.46,60.34,0.0,3.44,bottom,0
76.6,0.0,4.98,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,58.03,!idm_4!var#1,21.79,55.4,59.89,0.0,3.4,bottom,0
76.7,0.0,5.17,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,58.33,!idm_4!var#1,22.12,55.35,59.43,0.0,3.35,bottom,0
76.8,0.0,5.37,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,58.6,!idm_4!var#1,22.45,55.3,58.79,0.0,3.3,bottom,0
76.9,0.0,5.57,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,58.88,!idm_4!var#1,22.77,55.25,58.21,0.0,3.25,bottom,0
77.0,0.0,5.77,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,59.15,!idm_4!var#1,23.09,55.2,57.75,0.0,3.2,bottom,0
77.1,0.0,5.96,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,59.41,!idm_4!var#1,23.41,55.16,57.28,0.0,3.15,bottom,0
77.2,0.0,6.16,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,59.67,!idm_4!var#1,23.72,55.13,56.78,0.0,3.09,bottom,0
77.3,0.0,6.35,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,59.92,!idm_4!var#1,24.02,55.1,56.2,0.0,3.04,bottom,0
77.4,0.0,6.54,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,60.16,!idm_4!var#1,24.32,55.07,55.73,0.0,2.99,bottom,0
77.5,0.0,6.73,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,60.41,!idm_4!var#1,24.62,55.04,55.33,0.0,2.94,bottom,0
77.6,0.0,6.92,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,60.64,!idm_4!var#1,24.91,55.02,54.95,0.0,2.89,bottom,0
77.7,0.0,7.11,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,60.87,!idm_4!var#1,25.19,55.01,54.51,0.0,2.84,bottom,0
77.8,0.0,7.29,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,61.09,!idm_4!var#1,25.47,55.0,54.02,0.0,2.79,bottom,0
77.9,0.0,7.48,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,61.31,!idm_4!var#1,25.74,54.99,53.57,0.0,2.74,bottom,0
78.0,0.0,7.66,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,61.53,!idm_4!var#1,26.01,54.99,53.19,0.0,2.69,bottom,0
78.1,0.0,7.84,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,61.74,!idm_4!var#1,26.28,54.99,52.81,0.0,2.64,bottom,0
78.2,0.0,8.01,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,61.94,!idm_4!var#1,26.54,54.99,52.43,0.0,2.6,bottom,0
78.3,0.0,8.19,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,62.14,!idm_4!var#1,26.79,55.0,51.96,0.0,2.55,bottom,0
78.4,0.0,8.37,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,62.33,!idm_4!var#1,27.04,55.01,51.49,0.0,2.5,bottom,0
78.5,0.0,8.54,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,62.52,!idm_4!var#1,27.29,55.03,51.15,0.0,2.46,bottom,0
78.6,0.0,8.71,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,62.71,!idm_4!var#1,27.53,55.05,50.84,0.0,2.41,bottom,0
78.7,0.0,8.88,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,62.89,!idm_4!var#1,27.76,55.07,50.54,0.0,2.37,bottom,0
78.8,0.0,9.04,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,63.07,!idm_4!var#1,28.0,55.09,50.25,0.0,2.33,bottom,0
78.9,0.0,9.21,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,63.24,!idm_4!var#1,28.23,55.12,49.85,0.0,2.29,bottom,0
79.0,0.0,9.37,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,63.4,!idm_4!var#1,28.45,55.15,49.44,0.0,2.25,bottom,0
79.1,0.0,9.54,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,63.57,!idm_4!var#1,28.67,55.18,49.09,0.0,2.21,bottom,0
79.2,0.0,9.7,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,63.73,!idm_4!var#1,28.89,55.22,48.79,0.0,2.17,bottom,0
79.3,0.0,9.85,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,63.88,!idm_4!var#1,29.1,55.25,48.49,0.0,2.14,bottom,0
79.4,0.0,10.01,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,64.04,!idm_4!var#1,29.31,55.29,48.21,0.0,2.1,bottom,0
79.5,0.0,10.16,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,64.19,!idm_4!var#1,29.52,55.33,47.91,0.0,2.07,bottom,0
79.6,0.0,10.32,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,64.33,!idm_4!var#1,29.72,55.37,47.52,0.0,2.03,bottom,0
79.7,0.0,10.47,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,64.47,!idm_4!var#1,29.92,55.42,47.14,0.0,2.0,bottom,0
79.8,0.0,10.63,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,64.61,!idm_4!var#1,30.12,55.46,46.79,0.0,1.97,bottom,0
79.9,0.0,10.78,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,64.75,!idm_4!var#1,30.31,55.51,46.5,0.0,1.95,bottom,0
80.0,0.0,10.92,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,64.88,!idm_4!var#1,30.51,55.56,46.22,0.0,1.92,bottom,0
80.1,0.0,11.07,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,65.02,!idm_4!var#1,30.7,55.61,45.94,0.0,1.89,bottom,0
80.2,0.0,11.21,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,65.15,!idm_4!var#1,30.88,55.66,45.66,0.0,1.87,bottom,0
80.3,0.0,11.36,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,65.28,!idm_4!var#1,31.07,55.71,45.35,0.0,1.85,bottom,0
80.4,0.0,11.5,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,65.4,!idm_4!var#1,31.25,55.76,45.0,0.0,1.83,bottom,0
80.5,0.0,11.65,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,65.52,!idm_4!var#1,31.43,55.81,44.65,0.0,1.81,bottom,0
80.6,0.0,11.79,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,65.64,!idm_4!var#1,31.61,55.87,44.35,0.0,1.79,bottom,0
80.7,0.0,11.93,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,65.76,!idm_4!var#1,31.79,55.92,44.08,0.0,1.77,bottom,0
80.8,0.0,12.07,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,65.88,!idm_4!var#1,31.96,55.97,43.83,0.0,1.76,bottom,0
80.9,0.0,12.21,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,66.0,!idm_4!var#1,32.14,56.03,43.57,0.0,1.74,bottom,0
81.0,0.0,12.35,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,66.11,!idm_4!var#1,32.31,56.08,43.31,0.0,1.73,bottom,0
81.1,0.0,12.49,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,66.23,!idm_4!var#1,32.48,56.13,43.04,0.0,1.72,bottom,0
81.2,0.0,12.63,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,66.34,!idm_4!var#1,32.65,56.19,42.71,0.0,1.71,bottom,0
81.3,0.0,12.77,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,66.45,!idm_4!var#1,32.82,56.24,42.39,0.0,1.7,bottom,0
81.4,0.0,12.9,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,66.56,!idm_4!var#1,32.99,56.29,42.07,0.0,1.69,bottom,0
81.5,0.0,13.04,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,66.67,!idm_4!var#1,33.16,56.35,41.83,0.0,1.69,bottom,0
81.6,0.0,13.18,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,66.77,!idm_4!var#1,33.33,56.4,41.6,0.0,1.68,bottom,0
81.7,0.0,13.32,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,66.88,!idm_4!var#1,33.5,56.45,41.37,0.0,1.68,bottom,0
81.8,0.0,13.46,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,66.99,!idm_4!var#1,33.67,56.5,41.14,0.0,1.68,bottom,0
81.9,0.0,13.59,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,67.1,!idm_4!var#1,33.83,56.56,40.91,0.0,1.68,bottom,0
82.0,0.0,13.73,0.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,67.2,!idm_4!var#1,34.0,56.61,40.64,0.0,1.68,bottom,0
82.1,132.4,13.87,2433.98,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.07,1.05,0.66,67.31,!idm_4!var#1,34.17,56.66,40.34,0.05,1.68,bottom,0
82.2,132.46,14.02,2438.65,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.07,1.05,0.66,67.41,!idm_4!var#1,34.34,56.71,40.04,0.05,1.68,bottom,0
82.3,132.5,14.16,2443.11,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.07,1.05,0.66,67.51,!idm_4!var#1,34.5,56.75,39.75,0.05,1.68,bottom,0
82.4,132.51,14.3,2447.38,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.07,1.05,0.66,67.62,!idm_4!var#1,34.67,56.8,39.54,0.05,1.69,bottom,0
82.5,132.51,14.44,2451.47,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.08,1.05,0.66,67.72,!idm_4!var#1,34.84,56.85,39.32,0.05,1.69,bottom,0
82.6,132.49,14.58,2455.39,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.08,1.06,0.66,67.82,!idm_4!var#1,35.01,56.9,39.11,0.05,1.7,bottom,0
82.7,132.44,14.73,2459.14,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.08,1.06,0.66,67.93,!idm_4!var#1,35.18,56.94,38.89,0.05,1.71,bottom,0
82.8,132.38,14.87,2462.73,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.08,1.06,0.66,68.03,!idm_4!var#1,35.35,56.99,38.68,0.05,1.71,bottom,0
82.9,132.3,15.02,2466.17,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.08,1.06,0.66,68.13,!idm_4!var#1,35.53,57.03,38.38,0.05,1.72,bottom,0
83.0,132.2,15.17,2469.47,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.08,1.06,0.66,68.23,!idm_4!var#1,35.7,57.08,38.06,0.05,1.73,bottom,0
83.1,132.09,15.33,2472.63,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.08,1.06,0.66,68.33,!idm_4!var#1,35.87,57.12,37.73,0.05,1.74,bottom,0
83.2,131.96,15.48,2475.65,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.09,1.06,0.66,68.43,!idm_4!var#1,36.05,57.16,37.44,0.05,1.76,bottom,0
83.3,131.81,15.63,2478.55,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.09,1.07,0.66,68.53,!idm_4!var#1,36.23,57.21,37.19,0.05,1.77,bottom,0
83.4,131.65,15.79,2481.33,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.09,1.07,0.66,68.63,!idm_4!var#1,36.4,57.25,36.93,0.05,1.78,bottom,0
83.5,131.47,15.95,2484.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.09,1.07,0.66,68.74,!idm_4!var#1,36.58,57.29,36.68,0.05,1.8,bottom,0
83.6,131.28,16.11,2486.55,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.09,1.07,0.65,68.84,!idm_4!var#1,36.77,57.33,36.42,0.05,1.81,bottom,0
83.7,131.08,16.27,2488.99,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.09,1.07,0.65,68.94,!idm_4!var#1,36.95,57.36,36.13,0.05,1.83,bottom,0
83.8,130.86,16.43,2491.33,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.09,1.07,0.65,69.04,!idm_4!var#1,37.13,57.4,35.8,0.05,1.84,bottom,0
83.9,130.63,16.6,2493.56,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.09,1.07,0.65,69.14,!idm_4!var#1,37.32,57.44,35.48,0.05,1.86,bottom,0
84.0,130.39,16.76,2495.7,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.09,1.07,0.65,69.24,!idm_4!var#1,37.51,57.47,35.17,0.05,1.88,bottom,0
84.1,130.13,16.93,2497.73,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.09,1.07,0.65,69.35,!idm_4!var#1,37.7,57.51,34.92,0.05,1.9,bottom,0
84.2,129.87,17.1,2499.67,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.09,1.07,0.65,69.45,!idm_4!var#1,37.89,57.54,34.66,0.05,1.92,bottom,0
84.3,129.59,17.27,2501.52,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.09,1.08,0.65,69.56,!idm_4!var#1,38.08,57.57,34.4,0.05,1.94,bottom,0
84.4,129.31,17.45,2503.28,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.09,1.08,0.65,69.66,!idm_4!var#1,38.28,57.61,34.14,0.05,1.96,bottom,0
84.5,129.01,17.63,2504.94,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.09,1.08,0.64,69.76,!idm_4!var#1,38.47,57.64,33.8,0.05,1.98,bottom,0
84.6,128.71,17.81,2506.51,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.09,1.08,0.64,69.86,!idm_4!var#1,38.67,57.67,33.43,0.05,2.0,bottom,0
84.7,128.39,17.99,2507.99,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.09,1.08,0.64,69.97,!idm_4!var#1,38.88,57.7,33.05,0.05,2.02,bottom,0
84.8,128.07,18.18,2509.39,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.09,1.08,0.64,70.07,!idm_4!var#1,39.08,57.73,32.73,0.05,2.04,bottom,0
84.9,127.74,18.37,2510.69,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.09,1.08,0.64,70.17,!idm_4!var#1,39.29,57.75,32.43,0.05,2.06,bottom,0
85.0,127.4,18.56,2511.9,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.09,1.08,0.64,70.28,!idm_4!var#1,39.5,57.78,32.12,0.05,2.09,bottom,0
85.1,127.06,18.75,2513.03,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.09,1.08,0.64,70.38,!idm_4!var#1,39.71,57.81,31.81,0.05,2.11,bottom,0
85.2,126.71,18.95,2514.06,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.09,1.08,0.63,70.48,!idm_4!var#1,39.92,57.83,31.46,0.05,2.13,bottom,0
85.3,126.35,19.15,2515.0,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.09,1.08,0.63,70.58,!idm_4!var#1,40.14,57.86,31.04,0.05,2.16,bottom,0
85.4,125.98,19.36,2515.86,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.09,1.08,0.63,70.69,!idm_4!var#1,40.35,57.88,30.62,0.05,2.18,bottom,0
85.5,125.61,19.56,2516.62,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.09,1.08,0.63,70.79,!idm_4!var#1,40.57,57.9,30.3,0.05,2.2,bottom,0
85.6,125.24,19.77,2517.29,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.09,1.08,0.63,70.89,!idm_4!var#1,40.8,57.92,30.0,0.05,2.23,bottom,0
85.7,124.86,19.98,2517.86,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.09,1.08,0.63,71.0,!idm_4!var#1,41.02,57.94,29.7,0.05,2.25,bottom,0
85.8,124.47,20.19,2518.35,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.09,1.08,0.62,71.1,!idm_4!var#1,41.25,57.96,29.4,0.05,2.28,bottom,0
85.9,124.09,20.41,2518.74,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.09,1.08,0.62,71.2,!idm_4!var#1,41.48,57.98,29.02,0.05,2.3,bottom,0
86.0,123.69,20.63,2519.04,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.09,1.08,0.62,71.3,!idm_4!var#1,41.71,58.0,28.62,0.05,2.33,bottom,0
86.1,123.3,20.85,2519.24,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.09,1.08,0.62,71.41,!idm_4!var#1,41.95,58.02,28.25,0.05,2.36,bottom,0
86.2,122.9,21.08,2519.34,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.09,1.08,0.62,71.51,!idm_4!var#1,42.19,58.04,27.92,0.05,2.38,bottom,0
86.3,122.49,21.31,2519.35,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.09,1.08,0.62,71.61,!idm_4!var#1,42.43,58.05,27.59,0.05,2.41,bottom,0
86.4,122.09,21.54,2519.27,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.09,1.08,0.61,71.72,!idm_4!var#1,42.67,58.07,27.26,0.05,2.43,bottom,0
86.5,121.68,21.78,2519.09,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.09,1.08,0.61,71.82,!idm_4!var#1,42.92,58.08,26.84,0.05,2.46,bottom,0
86.6,121.27,22.02,2518.81,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.09,1.08,0.61,71.92,!idm_4!var#1,43.16,58.1,26.37,0.05,2.48,bottom,0
86.7,120.86,22.26,2518.44,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.09,1.08,0.61,72.01,!idm_4!var#1,43.42,58.11,25.93,0.05,2.51,bottom,0
86.8,120.44,22.5,2517.97,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.08,1.08,0.61,72.11,!idm_4!var#1,43.67,58.12,25.59,0.05,2.54,bottom,0
86.9,120.03,22.75,2517.41,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.08,1.08,0.6,72.21,!idm_4!var#1,43.93,58.14,25.24,0.05,2.56,bottom,0
87.0,119.61,23.0,2516.75,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.08,1.08,0.6,72.31,!idm_4!var#1,44.18,58.15,24.89,0.05,2.59,bottom,0
87.1,119.19,23.26,2515.99,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.08,1.08,0.6,72.41,!idm_4!var#1,44.45,58.16,24.44,0.05,2.61,bottom,0
87.2,118.77,23.52,2515.15,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.08,1.08,0.6,72.5,!idm_4!var#1,44.71,58.17,23.94,0.05,2.64,bottom,0
87.3,118.35,23.78,2514.21,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.08,1.08,0.6,72.59,!idm_4!var#1,44.98,58.18,23.52,0.05,2.67,bottom,0
87.4,117.93,24.04,2513.18,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.08,1.08,0.59,72.68,!idm_4!var#1,45.25,58.19,23.14,0.05,2.69,bottom,0
87.5,117.52,24.31,2512.07,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.08,1.08,0.59,72.78,!idm_4!var#1,45.52,58.2,22.76,0.05,2.72,bottom,0
87.6,117.1,24.58,2510.86,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.08,1.08,0.59,72.87,!idm_4!var#1,45.79,58.2,22.35,0.05,2.74,bottom,0
87.7,116.68,24.86,2509.57,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.07,1.08,0.59,72.96,!idm_4!var#1,46.07,58.21,21.86,0.05,2.77,bottom,0
87.8,116.26,25.13,2508.2,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.07,1.08,0.59,73.04,!idm_4!var#1,46.35,58.22,21.38,0.05,2.79,bottom,0
87.9,115.84,25.41,2506.75,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.07,1.08,0.58,73.13,!idm_4!var#1,46.63,58.22,20.98,0.05,2.82,bottom,0
88.0,115.43,25.7,2505.21,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.07,1.08,0.58,73.22,!idm_4!var#1,46.91,58.23,20.58,0.05,2.84,bottom,0
88.1,115.01,25.98,2503.6,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.07,1.08,0.58,73.31,!idm_4!var#1,47.2,58.23,20.17,0.05,2.87,bottom,0
88.2,114.6,26.27,2501.92,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.07,1.08,0.58,73.39,!idm_4!var#1,47.49,58.24,19.6,0.05,2.89,bottom,0
88.3,114.19,26.57,2500.17,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.07,1.07,0.58,73.47,!idm_4!var#1,47.78,58.24,19.04,0.05,2.92,bottom,0
88.4,113.78,26.87,2498.36,0.0,idm,idm_4,HBEFA3/PC_G_EU4,0.0,1.06,1.07,0.57,73.54,!idm_4!var#1,48.08,58.25,18.62,0.05,2.94,bottom,0
