time,CO,y,CO2,electricity,type,id,eclass,waiting,NOx,fuel,HC,x,route,relative_position,noise,angle,PMx,speed,edge_id,lane_number
0.1,164.78,-1.6,2624.72,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.2,1.13,0.81,36.64,routebottom_0,0.0,55.94,93.93,0.07,0.0,bottom,0
0.2,163.5,-1.6,2631.03,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.1,1.21,1.13,0.81,36.65,routebottom_0,0.01,59.48,93.92,0.07,0.08,bottom,0
0.3,162.24,-1.6,2636.67,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.21,1.13,0.8,36.66,routebottom_0,0.02,59.44,93.89,0.07,0.16,bottom,0
0.4,161.0,-1.6,2641.63,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.21,1.14,0.79,36.69,routebottom_0,0.05,59.4,93.84,0.07,0.23,bottom,0
0.5,159.78,-1.6,2645.91,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.21,1.14,0.79,36.72,routebottom_0,0.08,59.36,93.78,0.06,0.31,bottom,0
0.6,158.57,-1.6,2649.52,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.21,1.14,0.78,36.76,routebottom_0,0.12,59.32,93.71,0.06,0.38,bottom,0
0.7,157.39,-1.6,2652.46,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.2,1.14,0.78,36.81,routebottom_0,0.16,59.27,93.63,0.06,0.46,bottom,0
0.8,156.23,-1.6,2654.75,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.2,1.14,0.77,36.86,routebottom_0,0.21,59.22,93.53,0.06,0.53,bottom,0
0.9,155.08,-1.59,2656.39,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.2,1.14,0.77,36.93,routebottom_0,0.27,59.18,93.41,0.06,0.59,bottom,0
1.0,153.96,-1.59,2657.41,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.2,1.14,0.76,36.99,routebottom_0,0.34,59.13,93.29,0.06,0.66,bottom,0
1.1,152.85,-1.59,2657.82,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.2,1.14,0.76,37.07,routebottom_0,0.41,59.08,93.15,0.06,0.73,bottom,0
1.2,151.77,-1.59,2657.65,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.2,1.14,0.75,37.15,routebottom_0,0.49,59.03,93.0,0.06,0.79,bottom,0
1.3,150.71,-1.59,2656.92,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.2,1.14,0.75,37.24,routebottom_0,0.58,58.98,92.88,0.06,0.85,bottom,0
1.4,149.66,-1.59,2655.66,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.19,1.14,0.74,37.34,routebottom_0,0.67,58.93,92.76,0.06,0.91,bottom,0
1.5,148.64,-1.58,2653.9,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.19,1.14,0.74,37.44,routebottom_0,0.76,58.88,92.63,0.06,0.97,bottom,0
1.6,147.64,-1.58,2651.67,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.19,1.14,0.73,37.54,routebottom_0,0.87,58.83,92.49,0.06,1.03,bottom,0
1.7,146.66,-1.58,2648.99,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.19,1.14,0.73,37.66,routebottom_0,0.98,58.78,92.34,0.06,1.08,bottom,0
1.8,145.7,-1.58,2645.9,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.18,1.14,0.72,37.77,routebottom_0,1.09,58.73,92.19,0.06,1.13,bottom,0
1.9,144.76,-1.57,2642.42,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.18,1.14,0.72,37.9,routebottom_0,1.21,58.68,92.03,0.06,1.19,bottom,0
2.0,143.84,-1.57,2638.59,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.18,1.13,0.72,38.03,routebottom_0,1.33,58.63,91.86,0.06,1.24,bottom,0
2.1,142.94,-1.57,2634.43,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.17,1.13,0.71,38.16,routebottom_0,1.46,58.58,91.68,0.06,1.29,bottom,0
2.2,142.07,-1.56,2629.98,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.17,1.13,0.71,38.3,routebottom_0,1.59,58.54,91.43,0.06,1.33,bottom,0
2.3,141.21,-1.55,2625.27,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.17,1.13,0.7,38.44,routebottom_0,1.73,58.49,91.17,0.06,1.38,bottom,0
2.4,140.38,-1.54,2620.32,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.16,1.13,0.7,38.59,routebottom_0,1.87,58.44,90.9,0.06,1.42,bottom,0
2.5,139.57,-1.53,2615.16,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.16,1.12,0.7,38.74,routebottom_0,2.02,58.4,90.65,0.06,1.47,bottom,0
2.6,138.78,-1.52,2609.82,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.16,1.12,0.69,38.9,routebottom_0,2.17,58.35,90.42,0.06,1.51,bottom,0
2.7,138.01,-1.51,2604.33,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.15,1.12,0.69,39.06,routebottom_0,2.33,58.31,90.19,0.06,1.55,bottom,0
2.8,137.26,-1.5,2598.7,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.15,1.12,0.68,39.23,routebottom_0,2.48,58.26,89.95,0.06,1.59,bottom,0
2.9,136.53,-1.49,2592.96,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.14,1.11,0.68,39.4,routebottom_0,2.65,58.22,89.71,0.06,1.62,bottom,0
3.0,135.82,-1.48,2587.14,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.14,1.11,0.68,39.57,routebottom_0,2.81,58.18,89.46,0.06,1.66,bottom,0
3.1,135.13,-1.46,2581.25,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.14,1.11,0.67,39.74,routebottom_0,2.98,58.14,89.18,0.06,1.69,bottom,0
3.2,134.46,-1.45,2575.32,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.13,1.11,0.67,39.92,routebottom_0,3.15,58.1,88.86,0.06,1.73,bottom,0
3.3,133.82,-1.43,2569.35,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.13,1.1,0.67,40.11,routebottom_0,3.33,58.06,88.53,0.06,1.76,bottom,0
3.4,133.19,-1.41,2563.38,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.13,1.1,0.67,40.29,routebottom_0,3.51,58.02,88.22,0.05,1.79,bottom,0
3.5,132.42,-1.39,2548.47,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.12,1.1,0.66,40.48,routebottom_0,3.69,57.9,87.97,0.05,1.82,bottom,0
3.6,131.7,-1.37,2533.07,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.11,1.09,0.66,40.67,routebottom_0,3.88,57.78,87.72,0.05,1.85,bottom,0
3.7,131.05,-1.35,2518.93,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.1,1.08,0.65,40.87,routebottom_0,4.06,57.67,87.47,0.05,1.87,bottom,0
3.8,130.46,-1.34,2506.01,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.1,1.08,0.65,41.06,routebottom_0,4.25,57.57,87.21,0.05,1.89,bottom,0
3.9,129.93,-1.31,2494.24,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.09,1.07,0.65,41.26,routebottom_0,4.44,57.48,86.93,0.05,1.91,bottom,0
4.0,129.46,-1.29,2483.56,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.08,1.07,0.65,41.46,routebottom_0,4.63,57.41,86.57,0.05,1.92,bottom,0
4.1,129.03,-1.26,2473.91,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.08,1.06,0.64,41.66,routebottom_0,4.83,57.34,86.2,0.05,1.94,bottom,0
4.2,128.65,-1.23,2465.19,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.08,1.06,0.64,41.86,routebottom_0,5.02,57.27,85.9,0.05,1.95,bottom,0
4.3,128.31,-1.2,2457.36,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.07,1.06,0.64,42.06,routebottom_0,5.22,57.22,85.63,0.05,1.96,bottom,0
4.4,128.01,-1.17,2450.32,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.07,1.05,0.64,42.26,routebottom_0,5.42,57.17,85.35,0.05,1.97,bottom,0
4.5,127.74,-1.14,2444.01,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.06,1.05,0.64,42.47,routebottom_0,5.61,57.12,85.07,0.05,1.98,bottom,0
4.6,127.5,-1.11,2438.37,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.06,1.05,0.64,42.67,routebottom_0,5.81,57.08,84.78,0.05,1.99,bottom,0
4.7,127.29,-1.08,2433.34,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.06,1.05,0.64,42.88,routebottom_0,6.01,57.05,84.45,0.05,1.99,bottom,0
4.8,127.1,-1.04,2428.85,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.06,1.04,0.63,43.08,routebottom_0,6.21,57.02,84.09,0.05,2.0,bottom,0
4.9,126.93,-1.0,2424.86,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.05,1.04,0.63,43.29,routebottom_0,6.41,56.99,83.73,0.05,2.0,bottom,0
5.0,126.77,-0.97,2421.32,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.05,1.04,0.63,43.49,routebottom_0,6.61,56.97,83.45,0.05,2.01,bottom,0
5.1,126.64,-0.93,2418.17,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.05,1.04,0.63,43.7,routebottom_0,6.81,56.95,83.19,0.05,2.01,bottom,0
5.2,126.52,-0.89,2415.39,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.05,1.04,0.63,43.91,routebottom_0,7.01,56.93,82.94,0.05,2.02,bottom,0
5.3,126.41,-0.85,2412.94,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.05,1.04,0.63,44.12,routebottom_0,7.22,56.91,82.68,0.05,2.02,bottom,0
5.4,126.32,-0.81,2410.77,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.05,1.04,0.63,44.32,routebottom_0,7.42,56.9,82.37,0.05,2.02,bottom,0
5.5,126.24,-0.77,2408.86,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.05,1.04,0.63,44.53,routebottom_0,7.62,56.89,82.0,0.05,2.03,bottom,0
5.6,126.16,-0.72,2407.18,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.05,1.03,0.63,44.73,routebottom_0,7.82,56.88,81.62,0.05,2.03,bottom,0
5.7,126.09,-0.67,2405.71,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.05,1.03,0.63,44.94,routebottom_0,8.03,56.87,81.28,0.05,2.03,bottom,0
5.8,126.03,-0.62,2404.42,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,45.15,routebottom_0,8.23,56.86,80.97,0.05,2.03,bottom,0
5.9,125.98,-0.57,2403.29,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,45.35,routebottom_0,8.43,56.85,80.67,0.05,2.03,bottom,0
6.0,125.93,-0.53,2402.3,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,45.56,routebottom_0,8.64,56.85,80.37,0.05,2.04,bottom,0
6.1,125.89,-0.48,2401.44,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,45.77,routebottom_0,8.84,56.84,80.06,0.05,2.04,bottom,0
6.2,125.85,-0.42,2400.68,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,45.97,routebottom_0,9.05,56.84,79.69,0.05,2.04,bottom,0
6.3,125.81,-0.37,2400.01,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,46.18,routebottom_0,9.25,56.83,79.31,0.05,2.04,bottom,0
6.4,125.78,-0.32,2399.42,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,46.38,routebottom_0,9.45,56.83,78.96,0.05,2.04,bottom,0
6.5,125.75,-0.26,2398.9,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,46.59,routebottom_0,9.66,56.83,78.7,0.05,2.04,bottom,0
6.6,125.72,-0.21,2398.43,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,46.8,routebottom_0,9.86,56.82,78.43,0.05,2.04,bottom,0
6.7,125.7,-0.15,2398.01,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,47.0,routebottom_0,10.07,56.82,78.16,0.05,2.05,bottom,0
6.8,125.67,-0.1,2397.62,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,47.21,routebottom_0,10.27,56.82,77.9,0.05,2.05,bottom,0
6.9,125.65,-0.04,2397.26,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,47.41,routebottom_0,10.48,56.82,77.53,0.05,2.05,bottom,0
7.0,125.63,0.03,2396.92,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,47.62,routebottom_0,10.68,56.82,77.15,0.05,2.05,bottom,0
7.1,125.6,0.09,2396.6,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,47.82,routebottom_0,10.89,56.81,76.78,0.05,2.05,bottom,0
7.2,125.58,0.16,2396.28,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,48.03,routebottom_0,11.09,56.81,76.48,0.05,2.05,bottom,0
7.3,125.56,0.22,2395.96,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,48.23,routebottom_0,11.3,56.81,76.18,0.05,2.05,bottom,0
7.4,125.55,0.29,2395.65,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,48.43,routebottom_0,11.5,56.81,75.87,0.05,2.05,bottom,0
7.5,125.53,0.35,2395.32,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,48.64,routebottom_0,11.71,56.81,75.57,0.05,2.05,bottom,0
7.6,125.51,0.42,2395.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,48.84,routebottom_0,11.91,56.81,75.22,0.05,2.05,bottom,0
7.7,125.49,0.49,2394.66,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,49.04,routebottom_0,12.12,56.8,74.84,0.05,2.05,bottom,0
7.8,125.48,0.56,2394.31,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,49.24,routebottom_0,12.32,56.8,74.46,0.05,2.05,bottom,0
7.9,125.46,0.63,2393.95,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,49.45,routebottom_0,12.53,56.8,74.18,0.05,2.06,bottom,0
8.0,125.45,0.7,2393.57,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,49.65,routebottom_0,12.73,56.8,73.92,0.05,2.06,bottom,0
8.1,125.43,0.77,2393.19,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,49.85,routebottom_0,12.94,56.79,73.66,0.05,2.06,bottom,0
8.2,125.42,0.85,2392.8,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,50.05,routebottom_0,13.15,56.79,73.4,0.05,2.06,bottom,0
8.3,125.41,0.92,2392.4,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,50.25,routebottom_0,13.35,56.79,73.09,0.05,2.06,bottom,0
8.4,125.39,1.0,2391.99,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,50.45,routebottom_0,13.56,56.79,72.72,0.05,2.06,bottom,0
8.5,125.38,1.08,2391.58,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,50.65,routebottom_0,13.76,56.78,72.36,0.05,2.06,bottom,0
8.6,125.38,1.16,2391.17,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,50.85,routebottom_0,13.97,56.78,72.04,0.05,2.06,bottom,0
8.7,0.0,1.24,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,51.05,routebottom_0,14.17,56.78,71.74,0.0,2.06,bottom,0
8.8,0.0,1.32,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,51.25,routebottom_0,14.38,56.77,71.45,0.0,2.06,bottom,0
8.9,0.0,1.4,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,51.45,routebottom_0,14.59,56.77,71.15,0.0,2.06,bottom,0
9.0,0.0,1.49,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,51.65,routebottom_0,14.79,56.77,70.83,0.0,2.06,bottom,0
9.1,0.0,1.57,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,51.84,routebottom_0,15.0,56.76,70.42,0.0,2.06,bottom,0
9.2,0.0,1.66,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,52.04,routebottom_0,15.2,56.76,70.02,0.0,2.06,bottom,0
9.3,0.0,1.75,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,52.23,routebottom_0,15.41,56.76,69.67,0.0,2.06,bottom,0
9.4,0.0,1.84,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,52.42,routebottom_0,15.61,56.75,69.38,0.0,2.05,bottom,0
9.5,0.0,1.93,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,52.62,routebottom_0,15.82,56.75,69.09,0.0,2.05,bottom,0
9.6,0.0,2.02,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,52.81,routebottom_0,16.02,56.75,68.8,0.0,2.05,bottom,0
9.7,0.0,2.11,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,53.01,routebottom_0,16.23,56.74,68.5,0.0,2.05,bottom,0
9.8,0.0,2.2,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,53.2,routebottom_0,16.44,56.74,68.14,0.0,2.05,bottom,0
9.9,0.0,2.3,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,53.39,routebottom_0,16.64,56.74,67.77,0.0,2.05,bottom,0
10.0,0.0,2.39,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,53.58,routebottom_0,16.85,56.74,67.44,0.0,2.05,bottom,0
10.1,0.0,2.49,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,53.77,routebottom_0,17.05,56.73,67.15,0.0,2.05,bottom,0
10.2,0.0,2.58,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,53.97,routebottom_0,17.25,56.73,66.86,0.0,2.05,bottom,0
10.3,0.0,2.68,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,54.16,routebottom_0,17.46,56.73,66.57,0.0,2.05,bottom,0
10.4,0.0,2.77,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,54.35,routebottom_0,17.66,56.73,66.29,0.0,2.05,bottom,0
10.5,0.0,2.88,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,54.54,routebottom_0,17.87,56.73,65.91,0.0,2.05,bottom,0
10.6,0.0,2.98,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,54.72,routebottom_0,18.07,56.73,65.53,0.0,2.04,bottom,0
10.7,0.0,3.08,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,54.91,routebottom_0,18.28,56.73,65.16,0.0,2.04,bottom,0
10.8,0.0,3.18,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,55.1,routebottom_0,18.48,56.73,64.88,0.0,2.04,bottom,0
10.9,0.0,3.29,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,55.28,routebottom_0,18.69,56.73,64.61,0.0,2.04,bottom,0
11.0,0.0,3.39,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,55.47,routebottom_0,18.89,56.73,64.33,0.0,2.04,bottom,0
11.1,0.0,3.49,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,55.66,routebottom_0,19.09,56.73,64.05,0.0,2.04,bottom,0
11.2,0.0,3.6,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,55.84,routebottom_0,19.3,56.74,63.7,0.0,2.04,bottom,0
11.3,0.0,3.71,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,56.02,routebottom_0,19.5,56.74,63.31,0.0,2.04,bottom,0
11.4,0.0,3.82,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,56.2,routebottom_0,19.71,56.74,62.93,0.0,2.04,bottom,0
11.5,0.0,3.93,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,56.38,routebottom_0,19.91,56.74,62.63,0.0,2.04,bottom,0
11.6,0.0,4.04,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,56.56,routebottom_0,20.11,56.74,62.35,0.0,2.04,bottom,0
11.7,0.0,4.15,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,56.74,routebottom_0,20.32,56.75,62.08,0.0,2.04,bottom,0
11.8,0.0,4.26,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,56.93,routebottom_0,20.52,56.75,61.8,0.0,2.04,bottom,0
11.9,0.0,4.38,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,57.11,routebottom_0,20.72,56.75,61.49,0.0,2.04,bottom,0
12.0,0.0,4.49,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,57.28,routebottom_0,20.93,56.76,61.14,0.0,2.03,bottom,0
12.1,0.0,4.61,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,57.46,routebottom_0,21.13,56.76,60.79,0.0,2.03,bottom,0
12.2,0.0,4.72,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,57.64,routebottom_0,21.33,56.76,60.49,0.0,2.03,bottom,0
12.3,0.0,4.84,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,57.82,routebottom_0,21.54,56.77,60.22,0.0,2.03,bottom,0
12.4,125.78,4.95,2393.36,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,57.99,routebottom_0,21.74,56.77,59.95,0.05,2.03,bottom,0
12.5,125.79,5.07,2393.73,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,58.17,routebottom_0,21.94,56.77,59.68,0.05,2.03,bottom,0
12.6,125.79,5.19,2394.09,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,58.35,routebottom_0,22.15,56.78,59.38,0.05,2.03,bottom,0
12.7,125.8,5.31,2394.42,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,58.52,routebottom_0,22.35,56.78,58.99,0.05,2.03,bottom,0
12.8,125.8,5.44,2394.73,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,58.69,routebottom_0,22.55,56.78,58.59,0.05,2.04,bottom,0
12.9,125.8,5.56,2395.02,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,58.86,routebottom_0,22.76,56.78,58.24,0.05,2.04,bottom,0
13.0,125.8,5.69,2395.29,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,59.03,routebottom_0,22.96,56.79,57.94,0.05,2.04,bottom,0
13.1,125.8,5.81,2395.52,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,59.21,routebottom_0,23.17,56.79,57.64,0.05,2.04,bottom,0
13.2,125.79,5.94,2395.73,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,59.38,routebottom_0,23.37,56.79,57.34,0.05,2.04,bottom,0
13.3,125.79,6.06,2395.91,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,59.55,routebottom_0,23.57,56.79,57.04,0.05,2.04,bottom,0
13.4,125.78,6.19,2396.06,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,59.72,routebottom_0,23.78,56.8,56.67,0.05,2.04,bottom,0
13.5,125.77,6.32,2396.17,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,59.88,routebottom_0,23.98,56.8,56.28,0.05,2.04,bottom,0
13.6,125.76,6.46,2396.26,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,60.05,routebottom_0,24.18,56.8,55.92,0.05,2.04,bottom,0
13.7,125.75,6.59,2396.31,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,60.22,routebottom_0,24.39,56.8,55.64,0.05,2.04,bottom,0
13.8,125.74,6.72,2396.34,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,60.39,routebottom_0,24.59,56.8,55.37,0.05,2.04,bottom,0
13.9,125.73,6.85,2396.33,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,60.55,routebottom_0,24.8,56.8,55.09,0.05,2.04,bottom,0
14.0,125.72,6.98,2396.3,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,60.72,routebottom_0,25.0,56.8,54.82,0.05,2.04,bottom,0
14.1,125.71,7.12,2396.24,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,60.88,routebottom_0,25.2,56.8,54.48,0.05,2.04,bottom,0
