Wall time,Step,Value
1608796867.7336645,600,-256.11041259765625
1608796898.9575346,1200,-240.5488739013672
1608796931.3610413,1800,-239.25270080566406
1608796964.9580476,2400,-239.25270080566406
1608796997.4959764,3000,-239.25270080566406
1608797031.2349145,3600,-230.47738647460938
1608797063.718068,4200,-230.47738647460938
1608797099.7397232,4800,-230.47738647460938
1608797132.7793183,5400,-230.47738647460938
1608797166.2792969,6000,-230.47738647460938
1608797203.2061293,6600,-230.47738647460938
1608797237.794054,7200,-230.47738647460938
1608797270.947702,7800,-230.47738647460938
1608797305.6068244,8400,-230.47738647460938
1608797342.8675368,9000,-230.47738647460938
1608797376.0662696,9600,-230.47738647460938
1608797408.7747157,10200,-230.47738647460938
1608797446.169727,10800,-230.47738647460938
1608797479.642628,11400,-230.47738647460938
1608797513.3566158,12000,-230.47738647460938
1608797548.4125302,12600,-230.47738647460938
1608797581.8952236,13200,-230.47738647460938
1608797613.7748048,13800,-230.47738647460938
1608797646.6802037,14400,-230.47738647460938
1608797681.6082163,15000,-230.47738647460938
1608797713.4349034,15600,-230.47738647460938
1608797751.8002706,16200,-230.47738647460938
1608797786.3262396,16800,-230.47738647460938
1608797822.510102,17400,-230.47738647460938
1608797866.8376014,18000,-230.47738647460938
1608797928.3922343,18600,-230.47738647460938
1608797978.4908488,19200,-230.47738647460938
1608798024.6565094,19800,-230.47738647460938
1608798079.6706088,20400,-230.47738647460938
1608798134.1120794,21000,-230.47738647460938
1608798182.866694,21600,-230.47738647460938
1608798237.8562531,22200,-230.47738647460938
1608798289.0641344,22800,-230.47738647460938
1608798339.6229992,23400,-231.70477294921875
1608798391.7588546,24000,-231.70477294921875
1608798439.7967937,24600,-231.70477294921875
1608798488.6981096,25200,-231.70477294921875
1608798547.35507,25800,-231.70477294921875
1608798595.4236076,26400,-231.70477294921875
1608798643.1940932,27000,-231.70477294921875
1608798691.759771,27600,-231.70477294921875
1608798738.9422534,28200,-231.70477294921875
1608798788.2738168,28800,-231.70477294921875
1608798836.108237,29400,-231.70477294921875
1608798892.3200026,30000,-221.6898651123047
1608798938.9263601,30600,-221.6898651123047
1608798986.2139015,31200,-221.6898651123047
1608799034.2361696,31800,-221.6898651123047
1608799083.6636539,32400,-221.6898651123047
1608799135.9110136,33000,-221.6898651123047
1608799187.7302308,33600,-221.6898651123047
1608799240.7019598,34200,-221.6898651123047
1608799291.2006917,34800,-221.6898651123047
1608799341.6463623,35400,-221.6898651123047
1608799390.342726,36000,-221.6898651123047
1608799438.9465659,36600,-221.6898651123047
1608799490.7433825,37200,-221.6898651123047
1608799538.3360343,37800,-221.6898651123047
1608799586.5046,38400,-221.6898651123047
1608799641.43963,39000,-221.6898651123047
1608799688.4978545,39600,-221.6898651123047
1608799738.2571595,40200,-221.6898651123047
1608799785.6178577,40800,-221.6898651123047
1608799830.966046,41400,-221.6898651123047
1608799881.1145928,42000,-221.6898651123047
1608799932.4043465,42600,-221.6898651123047
1608799966.3108006,43200,-221.6898651123047
1608799998.2755024,43800,-221.6898651123047
1608800029.5067613,44400,-221.6898651123047
1608800061.2977183,45000,-221.6898651123047
1608800092.522976,45600,-221.6898651123047
1608800124.28986,46200,-221.6898651123047
1608800155.3122246,46800,-221.6898651123047
1608800187.1133142,47400,-221.6898651123047
1608800218.8988554,48000,-221.6898651123047
1608800250.3840573,48600,-221.6898651123047
1608800281.4188187,49200,-221.6898651123047
1608800312.3016996,49800,-235.80809020996094
1608800343.0709562,50400,-235.80809020996094
1608800374.1863663,51000,-235.80809020996094
1608800405.8395429,51600,-235.80809020996094
1608800437.419954,52200,-235.80809020996094
1608800468.7852795,52800,-235.80809020996094
1608800500.4390197,53400,-235.80809020996094
1608800533.2249918,54000,-235.80809020996094
1608800565.452308,54600,-235.80809020996094
1608800597.1028578,55200,-228.29295349121094
1608800629.3929405,55800,-228.29295349121094
1608800661.5413525,56400,-228.29295349121094
1608800693.1442997,57000,-228.29295349121094
1608800723.8353581,57600,-228.29295349121094
1608800755.9936657,58200,-228.29295349121094
1608800786.5678673,58800,-228.29295349121094
1608800817.5964572,59400,-228.29295349121094
1608800848.9268653,60000,-228.29295349121094
1608800882.9127736,60600,-228.29295349121094
1608800915.5078409,61200,-228.29295349121094
1608800947.4734366,61800,-228.29295349121094
1608800978.2342408,62400,-228.29295349121094
1608801012.1496437,63000,-228.29295349121094
