Wall time,Step,Value
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
1608724636.3538702,600,-29.93
